Organisation Name,Phone,Languages,Googlemaps Address,Website,Address
Les Services de Main-d'Oeuvre l'Appui Inc. (Beaupré),Tel. :  418 827-8211,"Français, Anglais, Espagnol","https://www.google.com/maps/place/216+Rue+Pr%C3%A9vost,+Beaupr%C3%A9,+QC+G0A+1E0,+Canada/@47.048725,-70.888036,16z/data=!4m5!3m4!1s0x4cb8ca4edaf15563:0x3efc1cbaf3d00f7c!8m2!3d47.0487249!4d-70.8880356?hl=fr-FR",https://www.cje-appui.qc.ca,"Les Services de Main-d'Oeuvre l'Appui Inc. (Beaupré) 216, rue Prévost Beaupré (Capitale-Nationale) G0A 1E0 Tel. :  418 827-8211 Fax :  418 827-2721"
Les Services De Main-d'Oeuvre l'Appui Inc. (La Malbaie),Tel. :  418 665-7745,"Français, Anglais, Espagnol","https://www.google.com/maps/place/460+Rue+St+%C3%89tienne,+La+Malbaie,+QC+G5A+1H4,+Canada/@47.649391,-70.151903,16z/data=!4m5!3m4!1s0x4cbfaa20b66658d1:0xe87fc2939dca28ae!8m2!3d47.6493906!4d-70.1519033?hl=fr-FR",https://www.cje-appui.qc.ca,"Les Services De Main-d'Oeuvre l'Appui Inc. (La Malbaie) 460, rue Saint-Étienne La Malbaie (Capitale-Nationale) G5A 1H4 Tel. :  418 665-7745 Fax :  418 665-7912"
Maison d'Haïti,"Tel. :  514 326-3022, Ext. 230","Français, Anglais, Créole (Haïtien), Espagnol","http://maps.google.ca/maps?q=3245, avenue mile-Journault Montréal, Québec H1Z0B1",https://www.mhaiti.org,"Maison d'Haïti 3245, avenue Émile-Journault Montréal (Montréal) H1Z 0B1 Tel. :  514 326-3022, Ext. 230 Fax :  514 326-3024"
Maison de la famille des arbrisseaux,Tel. :  819 628-0077,"Français, Anglais",https://maps.app.goo.gl/9bkBE3DgFkDTYyg28,http://mfarbrisseaux.com/,"Maison de la famille des arbrisseaux 64, 3e avenue Windsor  (Estrie) J1S 1X9 Tel. :  819 628-0077"
Maison de la Famille des Maskoutains,"Tel. :  450 771-4010, Ext. 26","Français, Anglais, Arabe, Espagnol","http://maps.google.ca/maps?q=2130, avenue Mailhot Saint-Hyacinthe, Québec J2S9E1",https://www.mfm.qc.ca,"Maison de la Famille des Maskoutains 2130, avenue Mailhot Saint-Hyacinthe (Montérégie) J2S 9E1 Tel. :  450 771-4010, Ext. 26 Fax :  450 771-7760"
Maison de la famille Valoise,Tel. :  450 546-4627,"Français, Anglais",https://maps.app.goo.gl/71XdFxLRbMrnyk7K8,https://maisondelafamillevaloise.org/,"Maison de la famille Valoise 962, rue Dubois Acton Vale (Estrie) J0H 1A0 Tel. :  450 546-4627"
Maison des Familles de Mékinac,Tel. :  418 365-4405,Français,"https://www.google.com/maps/place/581+Rue+St+Paul,+Saint-Tite,+QC+G0X+3H0/@46.7290065,-72.561664,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc65566442a5e3f:0x46e247ae07f9d3c6!8m2!3d46.7290065!4d-72.561664",https://www.mdfmekinac.org,"Maison des Familles de Mékinac 581, rue Saint-Paul Saint-Tite (Mauricie) G0X 3H0 Tel. :  418 365-4405"
Maison Internationale de la Rive-Sud Inc (Boucherville),Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/bYedegcwoFaLuC6R6,https://www.mirs.qc.ca,"Maison Internationale de la Rive-Sud Inc (Boucherville) 11 Rue Louis-H.- La Fontaine N, Boucherville (Montérégie) J4B 4Y2 Tel. :  450 445-8777 Fax :  451 445-1222"
Maison Internationale de la Rive-Sud Inc (Boucherville),Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/RHPyZ2QGjFhVuxCg9,https://www.mirs.qc.ca,"Maison Internationale de la Rive-Sud Inc (Boucherville) 501, Chemin du Lac et 11, rue Louis H.-Lafontaine Nord Boucherville (Montérégie) J4B 6V6 Tel. :  450 445-8777"
Maison Internationale de la Rive-Sud Inc (Greenfield Park),Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/B5DVkaaU1UACW9bWA,https://www.mirs.qc.ca,"Maison Internationale de la Rive-Sud Inc (Greenfield Park) 1972, Av. Victoria Greenfield Park (Montérégie) J4V 1M6 Tel. :  450 445-8777 Fax :  451 445-1222"
Maison Internationale de la Rive-Sud Inc (Greenfield Park),Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/eG8YbycLzKZ7SR2M9,https://www.mirs.qc.ca,Maison Internationale de la Rive-Sud Inc (Greenfield Park) 317 Lawrence Greenfield Park (Montérégie) J4V 2Z5 Tel. :  450 445-8777 Fax :  451 445-1222
Maison Internationale de la Rive-Sud Inc (Saint-Bruno-de Montarville),Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/uXrtpj7uPi6bz8iG8,https://www.mirs.qc.ca,Maison Internationale de la Rive-Sud Inc (Saint-Bruno-de Montarville) 53 chemin de la Rabastalière Saint-Bruno-de-Montarville (Montérégie) J3V 3T5 Tel. :  450 445-8777 Fax :  451 445-1222
Maison Internationale de la Rive-Sud Inc (Saint-Bruno-de-Montarville),Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/y4qbND7gUiDvDwTBA,https://www.mirs.qc.ca,Maison Internationale de la Rive-Sud Inc (Saint-Bruno-de-Montarville) 1668 rue de Montarville Saint-Bruno-de-Montarville (Montérégie) J3V 4P8 Tel. :  450 445-8777 Fax :  451 445-1222
Maison Internationale de la Rive-Sud Inc (Saint-Constant),Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/vqfyZkCgBk4S7ZxM9,https://www.mirs.qc.ca,Maison Internationale de la Rive-Sud Inc (Saint-Constant) 162 Boul. Monchamp Saint Constant (Montérégie) J5A 2K8 Tel. :  450 445-8777
Maison Internationale de la Rive-Sud Inc.,Tel. :  450 445-8777,"Français, Anglais, Espagnol, Arabe, Mandarin, Perse, Kirundi, Swahili, Kinyarwanda, Lingala, Mandarin, Cantonais, Portugais, Créole, Wolof, Ukrainien, Russe, Fon, Barons",https://maps.app.goo.gl/GufpiwstWQGn8WDM8,https://www.mirs.qc.ca,"Maison Internationale de la Rive-Sud Inc. 2500, boulevard Lapinière Brossard (Montérégie) J4Z 3V1 Tel. :  450 445-8777 Fax :  451 445-1222"
Mouvement de la Relève d'Amos-Région Inc.,Tel. :  819 732-8739,"Français, Espagnol, Italien, Anglais, Arabe","https://www.google.ca/maps/place/162+Bd+Mercier,+Amos,+QC+J9T+2P3/@48.5731974,-78.1233083,17z/data=!3m1!4b1!4m5!3m4!1s0x4d20928ddc049cc5:0x4b9298281156f244!8m2!3d48.5731939!4d-78.1211196",https://www.mrar.qc.ca,"Mouvement de la Relève d'Amos-Région Inc. 162, boulevard Mercier Montarville (Abitibi-Témiscamingue) J9T 2P3 Tel. :  819 732-8739 Fax :  819 732-9763"
Perspective Carrière,Tel. :  450 682-2278,"Français, Anglais, Arabe, Espagnol","http://maps.google.ca/maps?q=1772, boulevard Le Corbusier Laval, Québec H7S2K1",https://www.pcarriere.com,"Perspective Carrière 1772, boulevard Le Corbusier Laval (Laval) H7S 2K1 Tel. :  450 682-2278 Fax :  450 682-2924"
Popco Inc.,Tel. :  418 766-8047,"Français, Anglais, Arabe","https://www.google.com/maps/place/4c+Bd+des+%C3%8Eles,+Port-Cartier,+QC+G5B+2J4/@50.020689,-66.878922,17z/data=!3m1!4b1!4m5!3m4!1s0x4c91f2b2ec0b3311:0x8d2cc386f6ffa315!8m2!3d50.020689!4d-66.878922",http://www.popco.qc.ca,"Popco Inc. 4C, boulevard des Îles Port-Cartier (Côte-Nord) G5B 1V6 Tel. :  418 766-8047 Fax :  418 766-6367"
Portes Ouvertes sur le Lac (Alma),Tel. :  418 212-8000,"Français, Anglais, Espagnol, Portugais, Italien, Allemand, Albanais, Russe",https://maps.app.goo.gl/XWQdru353ZwhiaFA8,https://www.portesouvertessurlelac.org,"Portes Ouvertes sur le Lac (Alma) 431, rue Collard Alma (Saguenay-Lac-Saint-Jean) G8B 1N1 Tel. :  418 212-8000"
Portes Ouvertes sur le Lac (Dolbeau-Mistassini),Tel. :  418 276-3626,"Français, Anglais, Espagnol, Portugais, Italien, Allemand, Albanais, Russe","https://www.google.com/maps/place/1201+Rue+des+%C3%89rables,+Dolbeau-Mistassini,+QC+G8L+1C2/@48.8777616,-72.2287478,17z/data=!3m1!4b1!4m5!3m4!1s0x4ce9f1595bf0fbdd:0xa2896a0050c24bea!8m2!3d48.8777616!4d-72.2265645",https://www.portesouvertessurlelac.org,"Portes Ouvertes sur le Lac (Dolbeau-Mistassini) 1201, rue des Érables Dolbeau-Mistassini (Saguenay-Lac-Saint-Jean) G8L 1C2 Tel. :  418 276-3626"
Portes Ouvertes sur le Lac (Saint-Félicien),Tel. :  418 307-5058,"Français, Anglais, Espagnol, Portugais, Italien, Allemand, Albanais, Russe","https://www.google.com/maps/dir//1209+Bd+du+Sacr%C3%A9+Coeur,+Saint-F%C3%A9licien,+QC+G8K+2R2/@48.6528243,-72.4467007,17z/data=!4m8!4m7!1m0!1m5!1m1!1s0x4cc207ebf93f48b5:0x7f88301af667dbed!2m2!1d-72.4467007!2d48.6528243",https://www.portesouvertessurlelac.org,"Portes Ouvertes sur le Lac (Saint-Félicien) 1209, boulevard Sacré-Coeur, C.P. 7000 Saint-Félicien (Saguenay-Lac-Saint-Jean) G8K 2R5 Tel. :  418 307-5058 Fax :  418 679-4083"
Projektion 16-35 (La Pocatière),Tel. :  418 371-1377,"Français, Anglais, Espagnol","https://www.google.com/maps/place/212+4e+Avenue+Painchaud,+La+Pocati%C3%A8re,+QC+G0R+1Z0/@47.3680588,-70.0410732,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbee5dadcab115b:0xce40577244dab534!8m2!3d47.3680588!4d-70.0388899",https://www.projektion16-35.ca,"Projektion 16-35 (La Pocatière) 212, 4e avenue Painchaud La Pocatière (Bas-Saint-Laurent) G0R 1Z0 Tel. :  418 371-1377 Fax :  418 371-1378"
Projektion 16-35 (St-Pascal),Tel. :  418 492-9127,"Français, Anglais, Espagnol","https://www.google.com/maps/place/Projektion+16-35%2FCJE/@47.5296843,-69.804278,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbef65aaece45cf:0x282a9591e4893594!8m2!3d47.5296807!4d-69.8020893",https://www.projektion16-35.ca,"Projektion 16-35 (St-Pascal) 580 C, rue Côté Saint-Pascal (Bas-Saint-Laurent) G0L 3Y0 Tel. :  418 492-9127 Fax :  418 492-7851"
Projet d'Accueil et d'Intégration Solidaire,Tel. :  418 554-9425,"Français, Anglais, Espagnol, Arabe, Mandarin, Russe","https://www.google.com/maps/place/1596+Rte+Marie-Victorin,+Deschaillons-sur-Saint-Laurent,+QC+G0S+1G0/@46.5514846,-72.1276622,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc79906d13c96b5:0x5053b2dc292d72ad!8m2!3d46.5514846!4d-72.1254789",https://www.pais.ca/,"Projet d'Accueil et d'Intégration Solidaire 1596, route Marie-Victorin Deschaillons-sur-Saint-Laurent (Centre-du-Québec) G0S 1G0 Tel. :  418 554-9425"
PROMIS (Promotion - Intégration - Société Nouvelle),Tel. :  514 345-1615,"Français, Anglais, Espagnol, Arabe, Russe, Farsi, Bosnien, Serbe, Croate, Créole (Haïtien), Portugais, Allemand, Ukrainien, Urdu, Pendjabi, Hindi","https://www.google.com/maps/place/3333+Chem.+de+la+C%C3%B4te-Sainte-Catherine,+Montr%C3%A9al,+QC+H3S+2C5/@45.5006058,-73.6284004,17z/data=!3m1!4b1!4m8!1m2!2m1!1shttp:%2F%2Fmaps.google.ca%2Fmaps%3Fq%3D3333,+chemin+de+la+C%C3%B4te-Sainte-Catherine+Montr%C3%A9al,+Qu%C3%A9bec+H3T1C8!3m4!1s0x4cc919ec11aa875f:0x653f31c522148417!8m2!3d45.5006058!4d-73.6262171",https://www.promis.qc.ca,"PROMIS (Promotion - Intégration - Société Nouvelle) 3333, chemin de la Côte-Sainte-Catherine Montréal (Montréal) H3T 1C8 Tel. :  514 345-1615 Fax :  514 345-1088"
Réseaux Employabilité Immigration Entrepreneuriat,Tel. :  450 424-5727,"Français, Anglais, Roumain, Russe, Pendjabi, Hindi, Espagnol, Arabe, Italien, Urdu, Ukrainien","https://www.google.com/maps/place/430+Boulevard+Harwood+Bureau+130,+Vaudreuil-Dorion,+QC+J7V+7H4/@45.3784317,-74.0219221,17z/data=!3m1!4b1!4m8!1m2!2m1!1shttp:%2F%2Fmaps.google.ca%2Fmaps%3Fq%3D430,+boulevard+Harwood,+bureau+130+Vaudreuil-Dorion,+Qu%C3%A9bec+J7V7H4!3m4!1s0x4cc94819d8fad9e9:0x401cad97e6c7ca1e!8m2!3d45.3784317!4d-74.0197388",https://www.reseauxvs.ca,"Réseaux Employabilité Immigration Entrepreneuriat 430, boulevard Harwood Vaudreuil-Dorion (Montérégie) J7V 7H4 Tel. :  450 424-5727 Fax :  450 424-5733"
Saint-Hyacinthe Technopole,Tel. :  450 774-9000,"Français, Anglais, Espagnol, Portugais","https://www.google.com/maps/place/1000+Rue+Dessaulles,+Saint-Hyacinthe,+QC+J2S+8W1/@45.6280831,-72.9476358,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc84e645f427297:0x6fcdbfa0a612c70a!8m2!3d45.6280794!4d-72.9454471",https://st-hyacinthetechnopole.com/,"Saint-Hyacinthe Technopole 1000, rue Dessaules Saint-Hyacinthe (Montérégie) J2S 8W1 Tel. :  450 774-9000 Fax :  451 773-6767"
Service Accès Travail de Portneuf (Donnaconna),Tel. :  418 329-2511,"Français, Anglais, Espagnol, Arabe, Italien","https://www.google.ca/maps/place/162+Rue+Notre+Dame,+Donnacona,+QC+G3M+1G4/@46.6733908,-71.7399174,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc77e97da5385b5:0xeb2c9c6ea4fa4bf1!8m2!3d46.6733908!4d-71.7399174!16s%2Fg%2F11c4869c55?entry=ttu",https://www.accestravailportneuf.com,"Service Accès Travail de Portneuf (Donnaconna) 162, rue Notre-Dame Donnaconna (Capitale-Nationale) G3M 1G4 Tel. :  418 329-2511 Fax :  418 329-2644"
Service Accès Travail de Portneuf (Saint-Marc-des-Carrières),Tel. :  418 329-2511,"Français, Anglais, Espagnol, Arabe, Italien","https://www.google.com/maps/place/Carrefour+jeunesse-emploi+de+Portneuf+(St-Marc-des-Carri%C3%A8res)/@46.6771709,-72.0525786,17z/data=!4m9!1m2!2m1!1shttps:%2F%2Fwww.google.com%2Fmaps%2Fplace%2F150%2BRue%2BSt%2BJoseph,%2BSaint-Marc-des-Carri%25C3%25A8res,%2BQC%2BG0A%2B4B0%2F@46.6771672,-72.0500037,17z%2Fdata%3D*213m1*214b1*214m6*213m5*211s0x4cc775a06a9d5fdb:0xa43846b9e597313*218m2*213d46.6771672*214d-72.0500037*2116s%252Fg%252F11c1_hktnr%3Fentry%3Dttu!3m5!1s0x4cc775a0b48193fd:0x757fd2a0072f2cbe!8m2!3d46.6771796!4d-72.0500347!16s%2Fg%2F1tkbxv8m?entry=ttu",https://www.accestravailportneuf.com,"Service Accès Travail de Portneuf (Saint-Marc-des-Carrières) 150, rue Saint-Joseph Saint-Marc-des-Carrières (Capitale-Nationale) G0A 4B0 Tel. :  418 329-2511 Fax :  418 329-2644"
Service Accès Travail de Portneuf (Saint-Raymond),Tel. :  418 329-2511,"Français, Anglais, Espagnol, Arabe, Italien",https://maps.app.goo.gl/ewLUmURpYp2skVaC7,https://www.accestravailportneuf.com,"Service Accès Travail de Portneuf (Saint-Raymond) 592, rue Guyon Saint-Raymond (Capitale-Nationale) G3L 0A5 Tel. :  418 329-2511 Fax :  418 329-2644"
Service Accès-Emploi (Pohénégamook),Tel. :  418 855-2777,"Français, Anglais","https://www.google.ca/maps/place/474+Rue+des+Etudiants,+Poh%C3%A9n%C3%A9gamook,+QC+G0L+1J0/@47.4566846,-69.1543789,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbdd523bac3653f:0x32cde0a87cf213cc!8m2!3d47.4566846!4d-69.1521849",https://www.accesemploi.org,"Service Accès-Emploi (Pohénégamook) 474, rue des Étudiants Pohénégamook (Bas-Saint-Laurent) G0L 1J0 Tel. :  418 855-2777 Fax :  418 855-2276"
Service Accès-Emploi (Squatec),Tel. :  418 855-2777,"Français, Anglais","https://www.google.ca/maps/place/95+Rue+Saint-Joseph,+Squatec,+QC+G0L+4H0/@47.8815514,-68.7270259,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbdfb6d9b1035ff:0x308e2356ea8524b2!8m2!3d47.8815514!4d-68.7248372",https://www.accesemploi.org,"Service Accès-Emploi (Squatec) 95, rue Saint-Joseph Squatec (Bas-Saint-Laurent) G0L 4H0 Tel. :  418 855-2777 Fax :  418 855-2276"
Service Accès-Emploi(Témiscouata-Sur-Le-Lac),Tel. :  418 855-2777,"Français, Anglais","https://www.google.ca/maps/place/856+Rue+Commerciale+N,+T%C3%A9miscouata-sur-le-Lac,+QC+G0L+1E0/@47.6839838,-68.8847208,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbdddcf317c2d9f:0xadde0a809b65c017!8m2!3d47.6839838!4d-68.8825268",https://www.accesemploi.org,"Service Accès-Emploi(Témiscouata-Sur-Le-Lac) 851, rue Commerciale Nord Témiscouata-sur-le-Lac (Bas-Saint-Laurent) G0L 1E0 Tel. :  418 855-2777 Fax :  418 855-2276"
Service d'Accueil des Nouveaux Arrivants (SANA) de la MRC de Maskinongé,Tel. :  819 519-9461,"Français, Anglais, Arabe, Portugais, Espagnol","https://www.google.com/maps/dir//30+Bd+Comtois,+Louiseville,+QC+J5V+2H6/@46.2552454,-72.9529038,17z/data=!4m8!4m7!1m0!1m5!1m1!1s0x4cc62eba5666f191:0xd5b8eea9aa185e09!2m2!1d-72.9529038!2d46.2552454",https://www.sanamrcmaskinonge.ca,"Service d'Accueil des Nouveaux Arrivants (SANA) de la MRC de Maskinongé 30, boulevard Comtois Louiseville (Mauricie) J5V 2H6 Tel. :  819 519-9461"
SERVICE D'ACCUEIL DES NOUVEAUX ARRIVANTS (SANA) DE TROIS-RIVIÈRES,Tel. :  820 375-2196,"Français, Anglais, Swahili, Lingala, Sango, Arabe, Mandarin, Portugais, Espagnol, Italien",https://goo.gl/maps/f4V6vciehdPznTn97,https://www.sana3r.ca,"SERVICE D'ACCUEIL DES NOUVEAUX ARRIVANTS (SANA) DE TROIS-RIVIÈRES 2000, boulevard Des Récollets Trois-Rivières (Mauricie) G9A 3X4 Tel. :  820 375-2196 Fax :  820 375-9535"
Service d'Accueil des Nouveaux Arrivants de la Matanie - SANAM (CEGEP-Bureau principal),Tel. :  580 465-2015,"Français, Anglais, Espagnol","https://www.google.ca/maps/place/616+Avenue+St+Rédempteur,+Matane,+QC+G4W+1L1",https://www.sanamatanie.org,"Service d'Accueil des Nouveaux Arrivants de la Matanie - SANAM (CEGEP-Bureau principal) 616, avenue Saint-Rédempteur Matane (Bas-Saint-Laurent) G4W 1L1 Tel. :  580 465-2015"
Service d'Accueil des Nouveaux Arrivants de la Matanie - SANAM (Matane),Tel. :  581 465-2015,"Français, Anglais, Espagnol","https://www.google.com/maps/place/289+Rue+du+Bon+Pasteur,+Matane,+QC+G4W+3C8/@48.846063,-67.5317035,1184m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4c96c0e0c28edeb7:0xa69dd07eb7cb127d!8m2!3d48.846063!4d-67.5317035!16s%2Fg%2F11ggs9nl2d?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D",https://www.sanamatanie.org,"Service d'Accueil des Nouveaux Arrivants de la Matanie - SANAM (Matane) 289, avenue du Bon-Pasteur Matane (Bas-Saint-Laurent) G4W 3C8 Tel. :  581 465-2015"
Service d'Accueil des Nouveaux Arrivants de Shawinigan,Tel. :  819 601-9222,"Français, Anglais, Hindi, Espagnol, Suisse, Allemand","https://www.google.com/maps/dir//Service+d'accueil+des+nouveaux+arrivants+(Sana),+747+5e+rue+de+la+Pointe,+Shawinigan,+QC+G9N+1G2/@46.5402828,-72.7532842,17z/data=!4m8!4m7!1m0!1m5!1m1!1s0x4cc64c25b162fbe7:0x103ff1b467a49a83!2m2!1d-72.7510955!2d46.5402828",https://www.sanashawinigan.ca,"Service d'Accueil des Nouveaux Arrivants de Shawinigan 747, 5e rue de la pointe Shawinigan (Mauricie) G9N 1G2 Tel. :  819 601-9222"
Service d'Aide à l'Adaptation des Immigrants et Immigrantes (S.A.A.I.),Tel. :  418 523-2058,"Français, Anglais, Espagnol, Arabe, Portugais, Nd'a, Malgache",https://maps.app.goo.gl/suqiyLGsmJ2KvfqX7,https://www.saaiquebec.org,"Service d'Aide à l'Adaptation des Immigrants et Immigrantes (S.A.A.I.) 1135, Grande Allée Ouest Québec (Capitale-Nationale) G1S 1E7 Tel. :  418 523-2058"
Service d'Aide à la Famille Immigrante de la MRC de l'Assomption (SAFIMA),Tel. :  514 499-8077,"Français, Arabe, Anglais, Espagnol, Créole, Dialectes africains, Roumain",https://maps.app.goo.gl/br7i9VqR3aDThqe98,https://www.safima.ca,"Service d'Aide à la Famille Immigrante de la MRC de l'Assomption (SAFIMA) 50, rue Thouin Repentigny (Lanaudière) J6A 4J4 Tel. :  514 499-8077"
Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc (East-Angus),Tel. :  816 566-5373,"Français, Espagnol, Arabe, Anglais, Dari",https://maps.app.goo.gl/RbcrW8ZiT7Q5Y6Np9,https://www.sanc-sherbrooke.ca,"Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc (East-Angus) 1A-150, rue Angus Nord East-Angus (Estrie) J0B 1R0 Tel. :  816 566-5373 Fax :  816 566-1331"
Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc (Lac-Mégantic),Tel. :  817 566-5373,"Français, Espagnol, Arabe, Anglais, Dari",https://maps.app.goo.gl/6Kbpq1m3HZDTuNpy8,https://www.sanc-sherbrooke.ca,"Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc (Lac-Mégantic) 4730, rue Dollard Lac-Mégantic (Estrie) G6B 1G6 Tel. :  817 566-5373 Fax :  817 566-1331"
Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc.,Tel. :  819 566-5373,"Français, Espagnol, Arabe, Anglais, Dari","http://maps.google.ca/maps?q=530, rue Prospect Sherbrooke, Québec J1H1A8",https://www.sanc-sherbrooke.ca,"Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc. 530, rue Prospect Sherbrooke (Estrie) J1H 1A8 Tel. :  819 566-5373 Fax :  819 566-1331"
Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc. (Coaticook),Tel. :  818 566-5373,"Français, Espagnol, Arabe, Anglais, Dari",https://maps.app.goo.gl/Fz4Yh9VUBAwCLAW66,https://www.sanc-sherbrooke.ca,"Service d'Aide aux Néo-Canadiens (Sherbrooke) Inc. (Coaticook) 23, rue Cutting Coaticook (Estrie) J1A 2G1 Tel. :  818 566-5373 Fax :  818 566-1331"
Service d'Aide et de Liaison pour Immigrants La Maisonnée,Tel. :  514 271-3533,"Français, Anglais, Arabes (Algérien, Marocain, Libanais, Yéménite), Espagnol, Farsi, Dari, Ivoirien, Russe, Lingala, Kirundi, Portugais, Urdu, Pendjabi, Mandarin, Somalien, Swahili, Créole",https://maps.app.goo.gl/HsVuwgv6LtBEyXr49,https://www.lamaisonnee.org,"Service d'Aide et de Liaison pour Immigrants La Maisonnée 6865, avenue Christophe-Colomb Montréal (Montréal) H2S 2H3 Tel. :  514 271-3533 Fax :  514 271-1910"
Service d'Interprète d'Aide et de Référence aux Immigrants (SIARI),Tel. :  514 738-4763,"Français, Anglais, Espagnol, Vietnamien, Tamoul, Wolof, Russe, Arménien, Farsi, Dari, Pendjabi, Hindi, Kannada, Tagalog, Arabe, Persan, Bengali, Créole (Haïtien), Ourdou, Mandarin, Turc, Grec, Roumain, Yiddish, Albanais, Italien, Kabyle, Cantonais, Bambara, Malinké, Ukrainien, Laos","http://maps.google.ca/maps?q=6767, chemin de la Côte-des-Neiges, bureau 499 Montréal, Québec H3S2T6",https://www.siari.org,"Service d'Interprète d'Aide et de Référence aux Immigrants (SIARI) 6767, chemin de la Côte-des-Neiges Montréal (Montréal) H3S 2T6 Tel. :  514 738-4763 Fax :  514 738-4925"
Service d'Orientation et d'Intégration des Immigrants au Travail (SOIT),Tel. :  418 648-0822,"Français, Anglais, Espagnol, Arabe, Créole",https://maps.app.goo.gl/iBaBAyWhVPCb1r1Y7,https://www.soit.quebec,"Service d'Orientation et d'Intégration des Immigrants au Travail (SOIT) 2954, boulevard Laurier Québec (Capitale-Nationale) G1V 4T2 Tel. :  418 648-0822 Fax :  418 648-8415"
Service Intégration Travail Outaouais,Tel. :  819 776-2260,"Français, Anglais, Espagnol, Portugais, Russe, Roumain, Arabe","http://maps.google.ca/maps?q=4, rue Taschereau, bureau 400 Gatineau, Québec J8Y2V5",https://www.sito.qc.ca,"Service Intégration Travail Outaouais 920, boulevard St-Joseph Gatineau (Outaouais) J8Z 1S9 Tel. :  819 776-2260 Fax :  819 776-2988"
Solidarité Ethnique Régionale de la Yamaska (Cowansville),"Tel. :  449 777-7213, Ext. 296","Français, Anglais, Espagnol, Ewé","https://www.google.ca/maps/place/749+Rue+Principale,+Granby,+QC+J2G+2Y6/@45.4116263,-72.7491319,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc9ce8ad474b5cb:0x10585d610710d03c!8m2!3d45.4116263!4d-72.7469379",https://www.sery-granby.org,"Solidarité Ethnique Régionale de la Yamaska (Cowansville) 749, rue Principale Cowansville (Estrie) J2K 1J8 Tel. :  449 777-7213, Ext. 296 Fax :  449 777-4942"
Solidarité Ethnique Régionale de la Yamaska (Granby),Tel. :  450 777-7213,"Français, Anglais, Espagnol, Ewé, kirundi, Kinyarwandais","http://maps.google.ca/maps?q=369, rue Saint-Jacques Granby, Québec J2G3N5",https://www.sery-granby.org,"Solidarité Ethnique Régionale de la Yamaska (Granby) 369, rue Saint-Jacques Granby (Estrie) J2G 3N5 Tel. :  450 777-7213 Fax :  450 777-4942"
